Human	dog	mouse	rat	zebrafish
RALGDS	"RGL1,RALGDS"	"Rgl1,Ralgds"	"Rgl1,Ralgds"	"rgl1,rgl2,si:ch211-251j10.3,RGL3 (1 of 2),rgl3a"
AC099539.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
RNU2-62P	U2	"Gm22423,Gm25259"	U2	NO_ORTHO
TM6SF1	"TM6SF1,TM6SF2"	"Tm6sf1,Tm6sf2"	"Tm6sf1,Tm6sf2"	"tm6sf2,zgc:85843"
TM6SF2	"TM6SF1,TM6SF2"	"Tm6sf1,Tm6sf2"	"Tm6sf1,Tm6sf2,LOC100911416"	"tm6sf2,zgc:85843"
RTCB	RTCB	Rtcb	"Rtcb,AABR07057196.1"	rtcb
RTCA	RTCA	Rtca	Rtcd1	rtca
ACTL9	ACTL9	Actl9	"Actl9,Actl9b"	NO_ORTHO
ACTL8	ACTL8	NO_ORTHO	NO_ORTHO	zgc:101810
SLC4A11	SLC4A11	Slc4a11	Slc4a11	slc4a11
SLC4A10	"SLC4A10,SLC4A5,SLC4A4,SLC4A7,SLC4A3,SLC4A9,SLC4A8"	"Slc4a10,Slc4a5,Slc4a7,Slc4a2,Slc4a9,Slc4a8"	"Slc4a10,Slc4a5,Slc4a4,Slc4a7,Slc4a3,Slc4a2,Slc4a9,Slc4a8"	"si:ch211-48m9.1,slc4a4b,slc4a4a,slc4a7,slc4a2a,slc4a2b,slc4a10b,slc4a10a,slc4a8"
KIAA0232	KIAA0232	D5Ertd579e	LOC680039	zgc:158564
RNU1-84P	U1	Gm22126	NO_ORTHO	NO_ORTHO
ICA1	ICA1	Ica1	Ica1	ica1
RNU6-1110P	U6	"Gm23543,Gm27385,Gm22215,Gm22894,Gm22838"	U6	NO_ORTHO
AP1B1	"AP1B1,AP2B1"	"Ap1b1,Ap2b1"	Ap1b1	"ap1b1,ap2b1,kif1b"
OR5H6	LOC100684793	"Olfr183,Olfr187,Olfr186,Olfr196,Olfr193,Olfr190,Olfr191"	"Olr1540,Olr1546,Olr1535,Olr1536,Olr1553,Olr1541,Olr1551,Olr1557,Olr1545,Olr1555,Olr1547,Olr1548"	NO_ORTHO
OR5H1	"LOC100684793,LOC608017,OR5H2"	"Olfr183,Olfr187,Olfr186,Olfr196,Olfr193,Olfr190,Olfr191"	"Olr1540,Olr1546,Olr1535,Olr1536,Olr1553,Olr1541,Olr1551,Olr1557,Olr1545,Olr1555,Olr1547,Olr1548"	NO_ORTHO
OR5H2	LOC100684793	"Olfr183,Olfr187,Olfr186,Olfr196,Olfr193,Olfr191"	"Olr1553,Olr1546,Olr1535,Olr1536,Olr1540,Olr1541,Olr1551,Olr1557,Olr1545,Olr1555,Olr1547"	NO_ORTHO
TXLNG	TXLNG	"Txlng,Gm8258"	Txlng	"txlng,txlna"
OR5H8	LOC100684793	"Olfr183,Olfr187,Olfr186,Olfr196,Olfr193,Olfr190,Olfr191"	"Olr1553,Olr1546,Olr1535,Olr1536,Olr1540,Olr1541,Olr1551,Olr1557,Olr1545,Olr1555,Olr1547"	NO_ORTHO
TXLNA	TXLNA	Txlna	Txlna	"txlng,txlna"
HRASLS5	HRASLS5	Hrasls5	Hrasls5	"zgc:154040,zgc:92249"
HRASLS2	NO_ORTHO	NO_ORTHO	NO_ORTHO	"zgc:154040,zgc:92249"
XXcos-LUCA11.5	CYB561D2	Cyb561d2	Cyb561d2	cyb561d2
FAM170B	FAM170B	Fam170b	Fam170b	NO_ORTHO
FAM170A	FAM170A	Fam170a	Fam170a	NO_ORTHO
FEZ1	FEZ1	Fez1	Fez1	"fez1,si:dkey-288i20.2"
GTF3C3	GTF3C3	Gtf3c3	Gtf3c3	gtf3c3
FEZ2	FEZ2	Fez2	Fez2	"si:ch211-57i17.1,si:dkey-288i20.2"
RNU6-981P	U6	Gm23293	NO_ORTHO	NO_ORTHO
RNU4-80P	NO_ORTHO	NO_ORTHO	NO_ORTHO	U4
RAB4B	"RAB4B,RAB14,RAB4A"	"Rab4b,Rab14,Rab4a"	"Rab4b,Rab14,Rab4a"	"rab14l,rab4b,rab14,rab4a"
RAB4A	"RAB4B,RAB14,RAB4A"	"Rab4b,Rab14,Rab4a"	"Rab4b,Rab14,Rab4a"	"rab14l,rab4b,rab14,rab4a"
GTF3C2	GTF3C2	"Gtf3c2,Gm29609"	Gtf3c2	gtf3c2
MIR653	cfa-mir-653	NO_ORTHO	Mir653	NO_ORTHO
MIR652	cfa-mir-652	NO_ORTHO	Mir652	NO_ORTHO
MIR656	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
MIR655	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
IL12RB1	IL12RB1	Il12rb1	Il12rb1	NO_ORTHO
IL12RB2	IL12RB2	Il12rb2	Il12rb2	"il12rb2,il23r"
ATP6AP1	ATP6AP1	Atp6ap1	Atp6ap1	"atp6ap1a,atp6ap1b"
ATP6AP2	ATP6AP2	Atp6ap2	Atp6ap2	atp6ap2
RNU6-1248P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
LOC101927178	FAM177A1	"Fam177a,1700047I17Rik2"	Fam177a1	fam177a1
H2BFS	LOC488290	NO_ORTHO	Hist1h2bk	"LOC100329290,si:dkey-108k21.9,zgc:173585,zgc:173587,si:dkey-108k21.11,si:dkey-108k21.17,si:ch73-36p18.3,si:ch211-113a14.15,LOC564421,LOC100149997,zgc:194989,LOC100536331,LOC563490,ano9a,LOC100000857,si:dkey-261m9.19,si:dkey-108k21.27,LOC564549,LOC100334869,si:dkey-261m9.6,si:ch211-113a14.29,si:ch211-113a14.28,wu:fe11b02,LOC100004810,si:ch211-113a14.22"
OR4N2	"OR4N2,LOC487467"	"Olfr732,Olfr733"	Olr1611	NO_ORTHO
OR4N4	"OR4N2,LOC482537,LOC487467"	"Olfr722,Olfr732,Olfr733"	"Olr1610,Olr1611,Olr1624"	NO_ORTHO
OR4N5	"OR4N2,LOC482537,LOC487467"	"Olfr722,Olfr732,Olfr733"	"Olr1624,Olr1611"	NO_ORTHO
ACTL10	ACTL10	Actl10	Actl10	NO_ORTHO
ACOT8	ACOT8	Acot8	Acot8	acot8
ACOT9	ACOT9	"Acot10,Acot9"	Acot9	"acot9.2,acot9.1"
ACOT6	ACOT6	Acot6	Acot6	"si:dkey-183c16.7,si:dkey-288i20.1,si:dkeyp-89c11.2,si:dkey-11e23.4,si:dkey-11e23.3,si:dkeyp-89c11.3,si:dkeyp-89c11.1,zgc:101553,zgc:77651"
ACOT7	ACOT7	Acot7	Acot7	acot7
ACOT4	"ACOT6,ACOT4,ACOT2"	"Acot6,Acot4,Acot5,Acot2,Acot3,Acot1"	"Acot6,Rn60_6_1181.1,Acot4,Acot5,Acot2"	"si:dkey-183c16.7,si:dkey-288i20.1,si:dkeyp-89c11.2,si:dkey-11e23.4,si:dkey-11e23.3,si:dkeyp-89c11.3,si:dkeyp-89c11.1,zgc:101553,zgc:77651"
ACOT2	"ACOT6,ACOT4,ACOT2"	"Acot6,Acot4,Acot5,Acot2,Acot3,Acot1"	"Rn60_6_1181.1,Acot6,Acot4,Acot5,Acot2,Acot3,Acot1"	"si:dkey-183c16.7,si:dkey-288i20.1,si:dkeyp-89c11.2,si:dkey-11e23.4,si:dkey-11e23.3,si:dkeyp-89c11.3,si:dkeyp-89c11.1,zgc:101553,zgc:77651"
H2BFM	"H2BFWT,LOC102155147"	H2bfm	H2bfm	"zgc:171759,HIST1H2BC"
ACOT1	"ACOT6,ACOT4,ACOT2"	"Acot6,Acot4,Acot5,Acot2,Acot3,Acot1"	"Rn60_6_1181.1,Acot6,Acot4,Acot5,Acot2,Acot3,Acot1"	"si:dkey-183c16.7,si:dkey-288i20.1,si:dkeyp-89c11.2,si:dkey-11e23.4,si:dkey-11e23.3,si:dkeyp-89c11.3,si:dkeyp-89c11.1,zgc:101553,zgc:77651"
RBBP9	RBBP9	Rbbp9	Rbbp9	rbbp9
RBBP8	RBBP8	Rbbp8	Rbbp8	rbbp8
RBBP7	"RBBP7,RBBP4"	"Rbbp7,Rbbp4"	"Rbbp7,RGD1563620,Rbbp4"	"rbb4l,rbbp4"
RBBP6	RBBP6	Rbbp6	Rbbp6	"zgc:173949,si:ch211-156l18.6,si:ch211-156l18.4,si:dkey-27d5.14,si:dkey-27d5.10,si:dkey-27d5.9,LOC100329917,si:dkey-27d5.4,si:dkey-27d5.5,si:dkey-27d5.6,zgc:174461,rbbp6,LOC100537156,si:dkey-27d5.3,LOC100329825,si:dkey-23f9.11,LOC100537692,si:dkey-23f9.8,si:dkey-23f9.9,si:rp71-45g20.4,zgc:77614,zgc:174355,si:ch211-209f22.3,zgc:174353,LOC103911809,zgc:174354,BX908800.1,LOC100537745,zgc:91850,si:ch211-198k9.6,LOC100002202,si:rp71-45g20.11"
RBBP5	RBBP5	Rbbp5	Rbbp5	rbbp5
RBBP4	"RBBP7,RBBP4"	"Rbbp7,Rbbp4"	"Rbbp7,RGD1563620,Rbbp4"	"rbb4l,rbbp4"
RAB44	RAB44	Rab44	Rab44	"CRACR2A (2 of 2),rab44,cracr2b,cracr2ab"
RAB42	RAB42	Rab42	Rab42	"LOC100330257,si:dkey-34d22.5,rab42a,LOC100005807,rab42b"
RAB43	"RAB19,RAB43"	"Rab19,Rab43"	"Rab19,Rab43"	"rab19,zgc:153788,rab43,zgc:171927"
RAB41	"RAB6B,LOC608330"	"Rab6a,Rab6b"	Rab6b	"rab6bb,rab41"
C12orf4	C27H12orf4	D6Wsu163e	RGD1311164	zgc:154077
GGTLC2	GGT1	Ggt1	Ggt1	"si:ch73-236c18.3,ggt1a,ggt1b,ggt1l2.2,ggt1l2.1,si:ch73-59p9.2,LOC103909498,LOC793039,si:dkey-222h21.12"
NARS	"DARS,NARS"	"Dars,Nars"	"Dars,LOC317588,Nars"	"dars,nars"
RNU4-39P	U4	"Gm22098,Gm25177"	NO_ORTHO	NO_ORTHO
NARF	NARF	Narf	Narf	narf
GSPT2	"GSPT1,LOC480921"	"Gspt2,Gspt1"	"Gspt2,Gspt1"	"gspt1,gspt1l"
GSPT1	GSPT1	"Gspt2,Gspt1"	"Gspt1,LOC100911685"	"gspt1,gspt1l"
RALGPS2	"RALGPS2,RALGPS1"	"Ralgps2,Ralgps1"	"Ralgps2,Ralgps1"	"ralgps2,ralgps1"
MIER1	MIER1	Mier1	Mier1	"mier1b,mier2,mier1a,mier3a,mier3b"
MIER2	MIER2	Mier2	Mier2	"mier1b,mier2,mier1a,mier3a,mier3b"
MIER3	MIER3	Mier3	Mier3	"mier1b,mier2,mier1a,mier3a,mier3b"
PAPD7	PAPD7	Papd7	Papd7	"papd7,papd5"
PAPD4	PAPD4	Papd4	Papd4	"LOC100333585,papd4"
PAPD5	PAPD5	Papd5	Papd5	"papd7,papd5"
LRBA	"NBEA,LRBA"	"Nbea,Lrba"	Lrba	"lrba,nbeaa,nbeab"
TOLLIP	TOLLIP	Tollip	Tollip	tollip
PPP2R5D	"PPP2R5D,PPP2R5C"	"Ppp2r5d,Ppp2r5e,Ppp2r5c"	"Ppp2r5d,Ppp2r5e,LOC100909464,Ppp2r5c"	"ppp2r5ca,ppp2r5cb,ppp2r5eb,ppp2r5ea,ppp2r5d,ppp2r5a,ppp2r5b"
PPP2R5E	"PPP2R5D,PPP2R5E,PPP2R5A,PPP2R5B,PPP2R5C"	"Ppp2r5e,Ppp2r5a,Ppp2r5b"	"Ppp2r5e,Ppp2r5a,Ppp2r5b,LOC100909464"	"ppp2r5ca,ppp2r5cb,ppp2r5eb,ppp2r5ea,ppp2r5d,ppp2r5a,ppp2r5b"
PPP2R5A	"PPP2R5E,PPP2R5A,PPP2R5B"	"Ppp2r5e,Ppp2r5a,Ppp2r5b"	"Ppp2r5e,Ppp2r5a,Ppp2r5b"	"ppp2r5ca,ppp2r5cb,ppp2r5eb,ppp2r5ea,ppp2r5d,ppp2r5a,ppp2r5b"
PPP2R5B	"PPP2R5A,PPP2R5B"	"Ppp2r5e,Ppp2r5b"	"Ppp2r5e,Ppp2r5a,Ppp2r5b,LOC100909468"	"ppp2r5eb,ppp2r5ea,ppp2r5a,ppp2r5b"
PPP2R5C	"PPP2R5D,PPP2R5C"	"Ppp2r5d,Ppp2r5c"	"LOC100909464,Ppp2r5c"	"ppp2r5ca,ppp2r5cb,ppp2r5eb,ppp2r5ea,ppp2r5d,ppp2r5a,ppp2r5b"
LCMT1	LCMT1	Lcmt1	Lcmt1	lcmt1
LCMT2	LCMT2	Lcmt2	Lcmt2	lcmt2
NAMPT	NAMPT	Nampt	Nampt	"LOC100150117,LOC557751,LOC557816,si:dkey-145c18.2,si:dkey-145c18.3,namptb,nampta"
H2AFB1	"LOC612656,LOC102152481"	"H2afb3,Gm14920,H2afb2"	H2afb3	NO_ORTHO
ARL5A	"ARL5A,ARL5C,ARL5B"	"Arl5a,Arl5c,Arl5b"	"Arl5a,Arl5c"	"arl8,arl5a,arl5c"
SCRG1	SCRG1	Scrg1	Scrg1	NO_ORTHO
RNU6-379P	U6	NO_ORTHO	NO_ORTHO	U6
SLFN14	SLFN14	"Slfn14,Slfn8,Slfn9"	"Rn60_10_0702.5,AABR07024203.3,Slfn13"	NO_ORTHO
FOXD4	NO_ORTHO	Foxd4	Foxd4	"foxa,foxd5"
FOXD2	NO_ORTHO	"Foxd2,Foxd1"	"Foxd2,Foxd1"	"foxa,zgc:162612,foxd2,foxd3"
SLFN11	SLFN14	"Slfn10-ps,Slfn8,Slfn9,Slfn5"	"Rn60_10_0702.5,Slfn5,Slfn13"	NO_ORTHO
SLFN12	SLFN12	"Slfn2,Slfn3,Slfn1,Slfn4"	"AABR07024203.1,Rn60_10_0701.2,Rn60_10_0702.2,Slfn2,Slfn3,Slfn4"	NO_ORTHO
SLFN13	SLFN14	"Slfn10-ps,Slfn8,Slfn9,Slfn5"	"Rn60_10_0702.5,Slfn5,Slfn13"	NO_ORTHO
CAPN15	CAPN15	Capn15	Capn15	capn15
CAPN14	CAPN14	NO_ORTHO	NO_ORTHO	"zgc:136872,si:ch211-202f3.3,si:ch211-202f3.4,zgc:162184,capn12"
CAPN13	CAPN13	Capn13	Capn13	"zgc:136872,si:ch211-202f3.3,capn12,zgc:162184,si:ch211-202f3.4"
CAPN12	CAPN12	Capn12	Capn12	capn12
CAPN11	"CAPN11,CAPN3,CAPN2,CAPN1,CAPN9,CAPN8"	"Capn11,Capn3,Capn2,Capn1,Capn9,Capn8"	"Capn11,Capn3,Capn2,Capn1,Capn9,Capn8"	"capn2a,capn3b,si:dkeyp-50d11.2,capn3a,capn9,zgc:55262,capn2b,capn2l,capn1b,capn1a,capn8"
CAPN10	CAPN10	Capn10	Capn10	capn10
SLC35D3	SLC35D3	Slc35d3	Slc35d3	slc35d3
SLC35D2	"SLC35D2,LOC100685241"	"Slc35d2,Slc35d1"	"Slc35d2,Slc35d1"	"slc35d2,slc35d1b,slc35d1a"
SLC35D1	"LOC100685241,SLC35D2"	"Slc35d2,Slc35d1"	"Slc35d2,Slc35d1"	"slc35d2,slc35d1b,slc35d1a"
COX7B	NO_ORTHO	Cox7b	Cox7b	cox7b
HIBCH	"CDYL,HIBCH,CDYL2"	"Cdyl,Hibch,Cdyl2"	"Cdyl,Hibch,Rn60_X_0694.2,Cdyl2"	"zgc:101569,hibch,cdyl"
IL1RAPL1	IL1RAPL1	"Il1rapl1,Il1rapl2"	Il1rapl1	"il1rapl1b,il1rapl1a,il1rapl2"
IL1RAPL2	IL1RAPL2	"Il1rapl1,Il1rapl2"	Il1rapl2	"il1rapl1b,il1rapl1a,il1rapl2"
HYI	HYI	Hyi	Hyi	hyi
RNU6-730P	NO_ORTHO	"Gm24449,Gm23590"	NO_ORTHO	NO_ORTHO
MPRIP	LOC479530	Mprip	Mprip	"si:ch73-103b11.2,mprip,MPRIP (1 of 3)"
C11orf98	LBHD1	1810009A15Rik	Lbhd1	C4H11orf98
C11orf97	NO_ORTHO	1700012B09Rik	RGD1561795	NO_ORTHO
C11orf96	NO_ORTHO	Gm13889	RGD1564664	si:ch1073-281m9.1
C11orf95	"C11orf95,C18H11orf95"	2700081O15Rik	RGD1560108	c7h11orf95
C11orf94	C18H11orf94	1700029I15Rik	RGD1563263	NO_ORTHO
C11orf91	C18H11orf91	A930018P22Rik	RGD1563222	NO_ORTHO
THUMPD1	THUMPD1	Thumpd1	"Thumpd1,AABR07005618.1"	thumpd1
THUMPD3	THUMPD3	Thumpd3	Thumpd3	thumpd3
THUMPD2	THUMPD2	Thumpd2	Thumpd2	thumpd2
CHORDC1	CHORDC1	Chordc1	Chordc1	"zgc:92429,chordc1b,chordc1a"
PXDNL	"PXDN,PXDNL"	Pxdn	NO_ORTHO	NO_ORTHO
MLLT4	MLLT4	Mllt4	Mllt4	"mllt4a,mllt4b"
MLLT6	MLLT6	Mllt6	Mllt6	NO_ORTHO
MLLT1	MLLT1	Mllt1	Mllt1	"mllt1b,mllt1a"
MLLT3	MLLT3	Mllt3	Mllt3	mllt3
SYNJ1	SYNJ1	"Synj1,Synj2"	Synj1	synj1
SYNJ2	"SYNJ1,SYNJ2"	"Synj1,Synj2"	"Synj1,Synj2"	synj1
PCDHA2	PCDHA6	"Pcdha2,Pcdha10"	"Pcdha2,AC103179.2,LOC102553180,Pcdha3"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA3	"PCDHA3,PCDHA6"	"Pcdha10,Pcdha3"	"Pcdha2,Pcdha3,LOC102553180,AC103179.2"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA1	PCDHA6	"Pcdha10,Pcdha1"	"Pcdha2,AC103179.2,LOC102553180,Pcdha1,Pcdha3"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA6	PCDHA6	"Pcdha10,Pcdha6"	"Pcdha2,Pcdha3,Pcdha6,AC103179.2,Pcdhac2,LOC102553180"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh2g20,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh1g2,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA7	PCDHA6	"Pcdha10,Pcdha8,Pcdha7,Pcdha4"	"Pcdha2,Pcdha3,Pcdha7,AC103179.2,Pcdhac2,LOC102553180"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA4	PCDHA6	"Pcdha10,Pcdha4"	"Pcdha2,AC103179.2,LOC102553180,Pcdha4,Pcdha3"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
PCDHA5	PCDHA6	"Pcdha10,Pcdha5"	"Pcdha2,AC103179.2,LOC102553180,Pcdha3,Pcdha5"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
RNU6-584P	U6	"Gm22753,Gm24678,Gm22961,Gm24480"	NO_ORTHO	NO_ORTHO
IL15RA	IL15RA	Il15ra	Il15ra	zgc:195175
PCDHA8	"PCDHA6,PCDHA5"	"Pcdha10,Pcdha6"	"Pcdha2,AC103179.2,Pcdha8,LOC102553180,Pcdha3"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab7,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh2g12,pcdh2g20,pcdh2aa15,LOC100536351,pcdh1a4,zgc:193751,LOC100334341,pcdh1g18,LOC100006797,LOC100150033,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2aa3,pcdh2g29,pcdh2aa1,pcdh1g9,pcdh1a3,pcdh1g2,pcdh1a6,LOC100333352,LOC100537710,LOC100538188,zmp:0000001071,LOC101884096,pcdh2ab10,pcdh2ab11,pcdh2ab12,pcdh2g28"
PCDHA9	PCDHA6	"Pcdha10,Pcdha8,Pcdha7,Pcdha4"	"Pcdha2,AC103179.2,LOC102553180,Pcdha9,Pcdha3"	"si:dkey-262j3.7,pcdh2ab8,pcdh2ab9,zmp:0000000999,pcdh2ab2,pcdh2ab3,pcdh2ab1,pcdh2ab6,pcdh2ab5,si:dkeyp-115d7.2,pcdh2g16,CR774179.1,pcdh1a4,pcdh2g12,LOC100537710,LOC100536351,pcdh1g2,zgc:193751,pcdh1g18,LOC100006797,CT573264.3,pcdh2g4,pcdh2g7,pcdh2g6,pcdh1gb9,pcdh2g28,pcdh2g29,pcdh1g9,pcdh1a3,pcdh2g20,pcdh1a6,LOC100333352,zmp:0000001071,pcdh2ab10,pcdh2ab11,pcdh2ab12"
EPM2AIP1	EPM2AIP1	Epm2aip1	Epm2aip1	"GTF2IRD2B,zmp:0000000773,zmp:0000000787"
CDX1	CDX1	Cdx1	Cdx1	"cdx1a,cdx1b,cdx4"
CDX2	CDX2	Cdx2	Cdx2	"cdx1a,cdx4"
CDX4	CDX4	Cdx4	Cdx4	"cdx1a,cdx4"
RP11-613M10.8	NO_ORTHO	Tomm5	LOC100360426	tomm5
RP11-613M10.9	SHB	Shb	Shb	NO_ORTHO
LRFN3	LRFN3	"Lrfn3,Lrfn1"	"Lrfn3,Lrfn1"	"zmp:0000001073,zgc:172282,LOC101882083,lrfn1,lrfn2b,lrfn2a,lrfn5b,lrfn5a"
LRFN2	"LOC490666,LRFN2"	"Lrfn2,Lrfn1,Lrfn5"	"Lrfn2,Lrfn1,Lrfn5"	"lrfn2,zmp:0000001073,zgc:172282,lrfn4a,lrfn1,lrfn2b,lrfn2a,lrfn5b,lrfn5a"
LRFN1	"LOC490666,LRFN2,LRFN1"	"Lrfn3,Lrfn2,Lrfn1,Lrfn5"	"Lrfn3,Lrfn2,Lrfn1,Lrfn5"	"zmp:0000001073,zgc:172282,lrfn1,lrfn2b,lrfn2a,lrfn5b,lrfn5a"
LYRM7	LYRM7	Lyrm7	"AC134651.1,Lyrm7"	lyrm7
LRFN5	LOC490666	Lrfn5	Lrfn5	"zmp:0000001073,zgc:172282,lrfn1,lrfn2b,lrfn2a,lrfn5b,lrfn5a"
LYRM4	LYRM4	Lyrm4	LOC102550385	"LYRM4 (2 of 2),lyrm4"
NKX2-2	NKX2-2	Nkx2-2	Nkx2-2	"nkx2.2b,nkx2.2a"
NKX2-3	NKX2-3	Nkx2-3	Nkx2-3	"nkx2.3,nkx2.4a"
LYRM9	LYRM9	Lyrm9	Lyrm9	lyrm9
NKX2-1	NKX2-4	Nkx2-1	Nkx2-1	"nkx2.1,nkx2.4a,nkx2.4b"
NKX2-6	NKX2-6	Nkx2-6	"Nkx2-8,Nkx2-6"	nkx2.7
NKX2-4	NKX2-4	Nkx2-4	Nkx2-4	"nkx2.1,nkx2.4a,nkx2.4b"
NKX2-5	NKX2-5	Nkx2-5	Nkx2-5	nkx2.5
OAS1	"OAS1,OAS3,OAS2"	"Oas1h,Oas3,Oas2,Oas1a,Oas1c,Oas1b,Oas1e,Oas1d,Oas1g,Oas1f"	"LOC100910214,Oas1i,Oas1h,Oas2,LOC100910735,Oas1a,Oas1b,Oas1e,Oas1d"	NO_ORTHO
OAS3	"OAS1,OAS3,OAS2"	"Oas1h,Oas3,Oas2,Oas1a,Oas1c,Oas1g,Oas1f"	"LOC100910214,Oas1i,Oas3,Oas2,LOC100910735,Oas1a,Oas1b"	NO_ORTHO
OAS2	"OAS1,OAS3,OAS2"	"Oas1h,Oas3,Oas2,Oas1a,Oas1c,Oas1g,Oas1f"	"LOC100910214,Oas1i,Oas2,LOC100910735,Oas1a,Oas1b"	NO_ORTHO
NBPF6	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
OASL	OASL	"Oasl2,Oasl1"	"Oasl2,Oasl"	NO_ORTHO
CCIN	CCIN	Ccin	Ccin	NO_ORTHO
RNU1-30P	U1	Gm23510	U1	NO_ORTHO
CCDC82	CCDC82	Ccdc82	Ccdc82	ccdc82
DTHD1	DTHD1	Dthd1	NO_ORTHO	dthd1
CCDC81	CCDC81	Ccdc81	Ccdc81	NO_ORTHO
RNU6-755P	U6	Gm26412	NO_ORTHO	NO_ORTHO
